Year,Date,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Datetime,Day,Time,Month
2004,2004-05-26 11:30:00,3348212,HK389044,2004-05-26,008XX W 82ND ST,0460,BATTERY,SIMPLE,ALLEY,False,False,613,6.0,21.0,71.0,08B,1171983.0,1850476.0,2004,02/28/2018 03:56:25 PM,41.745155097,-87.645402933,"(41.745155097, -87.645402933)",2004-05-26 11:30:00,Wednesday,11:30:00,5
2004,2004-06-22 23:45:00,3404817,HK449175,2004-06-22,011XX N KOLMAR AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,False,False,1111,11.0,37.0,23.0,14,1145813.0,1907172.0,2004,02/28/2018 03:56:25 PM,41.901271305,-87.73986017,"(41.901271305, -87.73986017)",2004-06-22 23:45:00,Tuesday,23:45:00,6
2004,2004-09-23 22:30:00,3559028,HK644095,2004-09-23,007XX E 88TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,632,6.0,6.0,44.0,05,1182753.0,1846794.0,2004,02/28/2018 03:56:25 PM,41.734808226,-87.606054251,"(41.734808226, -87.606054251)",2004-09-23 22:30:00,Thursday,22:30:00,9
2004,2004-06-11 23:00:00,3386919,HK437289,2004-06-11,037XX N FREMONT ST,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,False,False,2324,19.0,44.0,6.0,14,1169597.0,1924995.0,2004,02/28/2018 03:56:25 PM,41.949693778,-87.651979231,"(41.949693778, -87.651979231)",2004-06-11 23:00:00,Friday,23:00:00,6
2004,2004-08-28 19:00:00,3512923,HK588278,2004-08-28,034XX W FULLERTON AVE,0560,ASSAULT,SIMPLE,VEHICLE NON-COMMERCIAL,False,False,1413,14.0,26.0,22.0,08A,1153224.0,1915747.0,2004,02/10/2018 03:50:01 PM,41.924657953,-87.712410656,"(41.924657953, -87.712410656)",2004-08-28 19:00:00,Saturday,19:00:00,8
2004,2004-06-17 20:30:00,3385983,HK437958,2004-06-17,069XX W ADDISON ST,1330,CRIMINAL TRESPASS,TO LAND,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,True,False,1632,16.0,36.0,17.0,26,1129267.0,1923143.0,2004,02/28/2018 03:56:25 PM,41.94539576,-87.800271623,"(41.94539576, -87.800271623)",2004-06-17 20:30:00,Thursday,20:30:00,6
2004,2004-11-20 17:30:00,3665440,HK764781,2004-11-20,005XX N UNION AVE,0610,BURGLARY,FORCIBLE ENTRY,WAREHOUSE,False,False,1323,12.0,27.0,24.0,05,1171436.0,1903879.0,2004,02/28/2018 03:56:25 PM,41.891710139,-87.645841619,"(41.891710139, -87.645841619)",2004-11-20 17:30:00,Saturday,17:30:00,11
2004,2004-09-11 02:35:00,3534234,HK615971,2004-09-11,004XX W SURF ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,True,True,2333,19.0,44.0,6.0,14,1172732.0,1919418.0,2004,02/10/2018 03:50:01 PM,41.934321326,-87.64062113,"(41.934321326, -87.64062113)",2004-09-11 02:35:00,Saturday,02:35:00,9
2004,2004-10-18 19:00:00,3601330,HK694887,2004-10-18,028XX W OGDEN AVE,0880,THEFT,PURSE-SNATCHING,STREET,False,False,1022,10.0,24.0,29.0,06,1157742.0,1892610.0,2004,02/28/2018 03:56:25 PM,41.861076976,-87.696440558,"(41.861076976, -87.696440558)",2004-10-18 19:00:00,Monday,19:00:00,10
2004,2004-07-13 15:37:59,3428265,HK493117,2004-07-13,065XX N BOSWORTH AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,2432,24.0,40.0,1.0,08B,1164760.0,1943435.0,2004,02/28/2018 03:56:25 PM,42.000397937,-87.669233885,"(42.000397937, -87.669233885)",2004-07-13 15:37:59,Tuesday,15:37:59,7
2004,2004-07-24 14:48:00,3466815,HK003878,2004-07-24,062XX S ROCKWELL ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,825,8.0,15.0,66.0,14,1160110.0,1863250.0,2004,02/28/2018 03:56:25 PM,41.780461082,-87.688556867,"(41.780461082, -87.688556867)",2004-07-24 14:48:00,Saturday,14:48:00,7
2004,2004-05-27 09:00:00,3349017,HK391203,2004-05-27,056XX W BYRON ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,1633,16.0,38.0,15.0,26,1138080.0,1925360.0,2004,02/28/2018 03:56:25 PM,41.95132446,-87.767824012,"(41.95132446, -87.767824012)",2004-05-27 09:00:00,Thursday,09:00:00,5
2004,2004-09-25 17:30:00,3590727,HK682926,2004-09-25,052XX W WAVELAND AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1634,16.0,38.0,15.0,06,1140872.0,1924103.0,2004,02/28/2018 03:56:25 PM,41.947824122,-87.757591607,"(41.947824122, -87.757591607)",2004-09-25 17:30:00,Saturday,17:30:00,9
2004,2004-11-02 19:46:01,3632284,HK727269,2004-11-02,031XX W CARMEN AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,False,False,1713,17.0,33.0,14.0,03,1154362.0,1933710.0,2004,02/10/2018 03:50:01 PM,41.973926974,-87.707747362,"(41.973926974, -87.707747362)",2004-11-02 19:46:01,Tuesday,19:46:01,11
2005,2005-10-02 21:48:37,4407807,HL649533,2005-10-02,034XX W JACKSON BLVD,2027,NARCOTICS,POSS: CRACK,STREET,True,False,1133,11.0,28.0,27.0,18,1153587.0,1898480.0,2005,02/28/2018 03:56:25 PM,41.877268465,-87.711536692,"(41.877268465, -87.711536692)",2005-10-02 21:48:37,Sunday,21:48:37,10
2005,2005-11-11 21:15:22,4517788,HL730205,2005-11-11,032XX W ROOSEVELT RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,1022,10.0,24.0,29.0,18,1154795.0,1894524.0,2005,02/28/2018 03:56:25 PM,41.866388683,-87.707207187,"(41.866388683, -87.707207187)",2005-11-11 21:15:22,Friday,21:15:22,11
2005,2005-08-19 13:00:00,4255797,HL570305,2005-08-19,061XX N MILWAUKEE AVE,0890,THEFT,FROM BUILDING,RESTAURANT,False,False,1611,16.0,45.0,10.0,06,1133703.0,1940418.0,2005,02/28/2018 03:56:25 PM,41.99272317,-87.783558778,"(41.99272317, -87.783558778)",2005-08-19 13:00:00,Friday,13:00:00,8
2005,2005-10-04 05:30:00,4366148,HL652234,2005-10-04,022XX S TRUMBULL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,True,False,1024,10.0,22.0,30.0,14,1153712.0,1889030.0,2005,02/28/2018 03:56:25 PM,41.851334127,-87.71132912,"(41.851334127, -87.71132912)",2005-10-04 05:30:00,Tuesday,05:30:00,10
2005,2005-01-12 07:00:00,3753967,HL124211,2005-01-12,024XX S WOLCOTT AVE,0560,ASSAULT,SIMPLE,GROCERY FOOD STORE,False,False,1034,10.0,25.0,31.0,08A,1164089.0,1887899.0,2005,02/10/2018 03:50:01 PM,41.848017977,-87.673274987,"(41.848017977, -87.673274987)",2005-01-12 07:00:00,Wednesday,07:00:00,1
2005,2005-07-12 03:08:11,4145645,HL478090,2005-07-12,001XX S PULASKI RD,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,1122,11.0,28.0,26.0,05,1149755.0,1898913.0,2005,02/28/2018 03:56:25 PM,41.878531984,-87.725595566,"(41.878531984, -87.725595566)",2005-07-12 03:08:11,Tuesday,03:08:11,7
2005,2005-10-09 02:15:07,4379985,HL662241,2005-10-09,006XX S CICERO AVE,031A,ROBBERY,ARMED: HANDGUN,CTA TRAIN,False,False,1533,15.0,24.0,25.0,03,1144487.0,1896833.0,2005,02/10/2018 03:50:01 PM,41.872924943,-87.744991122,"(41.872924943, -87.744991122)",2005-10-09 02:15:07,Sunday,02:15:07,10
2005,2005-08-07 21:51:17,4214258,HL534900,2005-08-07,106XX S WABASH AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,True,False,512,5.0,9.0,49.0,04A,1178460.0,1834411.0,2005,02/28/2018 03:56:25 PM,41.700926116,-87.622156585,"(41.700926116, -87.622156585)",2005-08-07 21:51:17,Sunday,21:51:17,8
2005,2005-12-12 12:00:00,4484149,HL785333,2005-12-12,081XX S BISHOP ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",False,False,614,6.0,21.0,71.0,08B,1168085.0,1850698.0,2005,02/28/2018 03:56:25 PM,41.745848924,-87.659679467,"(41.745848924, -87.659679467)",2005-12-12 12:00:00,Monday,12:00:00,12
2005,2005-02-26 17:59:55,3890465,HL203937,2005-02-26,018XX S KARLOV AVE,2027,NARCOTICS,POSS: CRACK,STREET,True,False,1012,10.0,24.0,29.0,18,1149357.0,1890604.0,2005,02/10/2018 03:50:01 PM,41.855738831,-87.727272344,"(41.855738831, -87.727272344)",2005-02-26 17:59:55,Saturday,17:59:55,2
2005,2005-08-20 11:25:00,4238027,HL560529,2005-08-20,037XX W DIVERSEY AVE,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,ABANDONED BUILDING,True,False,2523,25.0,30.0,21.0,18,1150761.0,1918353.0,2005,02/28/2018 03:56:25 PM,41.931857625,-87.721392511,"(41.931857625, -87.721392511)",2005-08-20 11:25:00,Saturday,11:25:00,8
2005,2005-01-05 22:10:00,3741061,HL108931,2005-01-05,019XX W WASHINGTON BLVD,0320,ROBBERY,STRONGARM - NO WEAPON,CHA HALLWAY/STAIRWELL/ELEVATOR,False,False,1333,12.0,27.0,28.0,03,1163439.0,1900703.0,2005,02/10/2018 03:50:01 PM,41.883167009,-87.675300318,"(41.883167009, -87.675300318)",2005-01-05 22:10:00,Wednesday,22:10:00,1
2005,2005-02-05 20:45:00,3869596,HL164885,2005-02-05,0000X S WHIPPLE ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,True,False,1124,11.0,28.0,27.0,18,1156165.0,1899698.0,2005,02/28/2018 03:56:25 PM,41.880559137,-87.702038065,"(41.880559137, -87.702038065)",2005-02-05 20:45:00,Saturday,20:45:00,2
2005,2005-02-04 14:15:00,3795228,HL162312,2005-02-04,051XX S PULASKI RD,0880,THEFT,PURSE-SNATCHING,CTA TRAIN,False,False,815,8.0,23.0,62.0,06,1150570.0,1870231.0,2005,02/28/2018 03:56:25 PM,41.799808989,-87.723350952,"(41.799808989, -87.723350952)",2005-02-04 14:15:00,Friday,14:15:00,2
2005,2005-10-01 12:40:00,4354363,HL646752,2005-10-01,055XX S WOLCOTT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,715,7.0,15.0,67.0,08B,1164634.0,1867878.0,2005,02/10/2018 03:50:01 PM,41.793066619,-87.6718405,"(41.793066619, -87.6718405)",2005-10-01 12:40:00,Saturday,12:40:00,10
2005,2005-06-11 21:43:00,4066440,HL415408,2005-06-11,030XX N MANGO AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,2514,25.0,30.0,19.0,26,1137517.0,1919563.0,2005,02/28/2018 03:56:25 PM,41.935427072,-87.770033652,"(41.935427072, -87.770033652)",2005-06-11 21:43:00,Saturday,21:43:00,6
2005,2005-07-14 20:00:00,4150375,HL484590,2005-07-14,045XX N MILWAUKEE AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,1623,16.0,45.0,15.0,05,1140959.0,1929885.0,2005,02/10/2018 03:50:01 PM,41.963688849,-87.757128909,"(41.963688849, -87.757128909)",2005-07-14 20:00:00,Thursday,20:00:00,7
2005,2005-09-15 14:56:00,4311059,HL615577,2005-09-15,052XX W PALMER ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,True,False,2515,25.0,37.0,19.0,04B,1141277.0,1914131.0,2005,02/28/2018 03:56:25 PM,41.920452478,-87.756349589,"(41.920452478, -87.756349589)",2005-09-15 14:56:00,Thursday,14:56:00,9
2005,2005-07-11 00:47:11,4140862,HL475738,2005-07-11,079XX S STATE ST,0460,BATTERY,SIMPLE,CTA PLATFORM,False,False,623,6.0,6.0,44.0,08B,1177660.0,1852569.0,2005,02/28/2018 03:56:25 PM,41.750772111,-87.624538423,"(41.750772111, -87.624538423)",2005-07-11 00:47:11,Monday,00:47:11,7
2005,2005-09-28 13:00:00,4342026,HL642086,2005-09-28,042XX W 40TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),False,False,815,8.0,14.0,57.0,07,1148666.0,1877311.0,2005,02/28/2018 03:56:25 PM,41.819274417,-87.730151308,"(41.819274417, -87.730151308)",2005-09-28 13:00:00,Wednesday,13:00:00,9
2005,2005-03-27 21:27:30,3882624,HL258838,2005-03-27,105XX S BENSLEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,False,434,4.0,10.0,51.0,08B,1194539.0,1835588.0,2005,02/10/2018 03:50:01 PM,41.703776493,-87.563243354,"(41.703776493, -87.563243354)",2005-03-27 21:27:30,Sunday,21:27:30,3
2005,2005-01-26 18:30:00,3774056,HL146057,2005-01-26,078XX S YATES BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,True,False,414,4.0,7.0,43.0,07,1193561.0,1853355.0,2005,02/28/2018 03:56:25 PM,41.752554725,-87.566244756,"(41.752554725, -87.566244756)",2005-01-26 18:30:00,Wednesday,18:30:00,1
2005,2005-04-14 15:39:48,3923111,HL294928,2005-04-14,030XX W ARTHINGTON ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,"SCHOOL, PUBLIC, GROUNDS",False,False,1134,11.0,28.0,27.0,04B,1156235.0,1895883.0,2005,02/10/2018 03:50:01 PM,41.870088978,-87.701884089,"(41.870088978, -87.701884089)",2005-04-14 15:39:48,Thursday,15:39:48,4
2005,2005-04-01 19:48:00,3914255,HL289993,2005-04-01,015XX N CLEVELAND AVE,0810,THEFT,OVER $500,STREET,False,False,1821,18.0,43.0,8.0,06,1172711.0,1910387.0,2005,02/28/2018 03:56:25 PM,41.909540322,-87.640966268,"(41.909540322, -87.640966268)",2005-04-01 19:48:00,Friday,19:48:00,4
2005,2005-12-18 14:00:00,4500923,HL796501,2005-12-18,064XX W DICKENS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2512,25.0,36.0,19.0,08B,1133300.0,1913266.0,2005,02/10/2018 03:50:01 PM,41.91822235,-87.785679436,"(41.91822235, -87.785679436)",2005-12-18 14:00:00,Sunday,14:00:00,12
2005,2005-04-19 00:50:00,3936139,HL304150,2005-04-19,059XX S UNION AVE,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,STREET,False,False,711,7.0,20.0,68.0,03,1172651.0,1865457.0,2005,02/28/2018 03:56:25 PM,41.786250091,-87.642514412,"(41.786250091, -87.642514412)",2005-04-19 00:50:00,Tuesday,00:50:00,4
2005,2005-06-09 14:00:00,4082630,HL409256,2005-06-09,011XX N WESTERN AVE,1330,CRIMINAL TRESPASS,TO LAND,"SCHOOL, PUBLIC, GROUNDS",True,False,1312,12.0,1.0,24.0,26,1160197.0,1907701.0,2005,02/10/2018 03:50:01 PM,41.902437713,-87.687011559,"(41.902437713, -87.687011559)",2005-06-09 14:00:00,Thursday,14:00:00,6
2005,2005-10-09 21:00:00,4371797,HL666645,2005-10-09,034XX S UNION AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,924,9.0,11.0,60.0,14,1172195.0,1882086.0,2005,02/28/2018 03:56:25 PM,41.831891786,-87.643697079,"(41.831891786, -87.643697079)",2005-10-09 21:00:00,Sunday,21:00:00,10
2005,2005-08-05 11:50:00,4216113,HL529810,2005-08-05,043XX W 26TH ST,0560,ASSAULT,SIMPLE,PARK PROPERTY,True,False,1031,10.0,22.0,30.0,08A,1147982.0,1886369.0,2005,02/10/2018 03:50:01 PM,41.844143966,-87.732428084,"(41.844143966, -87.732428084)",2005-08-05 11:50:00,Friday,11:50:00,8
2005,2005-05-16 10:00:00,4010100,HL361966,2005-05-16,064XX S DR MARTIN LUTHER KING JR DR,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,CHA PARKING LOT/GROUNDS,False,False,312,3.0,20.0,69.0,26,1180028.0,1862378.0,2005,02/28/2018 03:56:25 PM,41.777635185,-87.615561058,"(41.777635185, -87.615561058)",2005-05-16 10:00:00,Monday,10:00:00,5
2005,2005-01-31 17:00:00,3883253,HL259268,2005-01-31,0000X S WACKER DR,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,False,False,112,1.0,2.0,32.0,06,1173944.0,1900044.0,2005,02/28/2018 03:56:25 PM,41.881131159,-87.636745285,"(41.881131159, -87.636745285)",2005-01-31 17:00:00,Monday,17:00:00,1
2005,2005-05-06 23:15:00,4066998,HL340187,2005-05-06,021XX S STATE ST,2027,NARCOTICS,POSS: CRACK,ALLEY,True,False,134,1.0,3.0,33.0,18,1176651.0,1890129.0,2005,02/28/2018 03:56:25 PM,41.853863052,-87.62710497,"(41.853863052, -87.62710497)",2005-05-06 23:15:00,Friday,23:15:00,5
2005,2005-06-20 09:00:00,4103103,HL432060,2005-06-20,024XX W 60TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,824,8.0,16.0,66.0,08B,1160969.0,1864806.0,2005,02/28/2018 03:56:25 PM,41.78471324,-87.685364618,"(41.78471324, -87.685364618)",2005-06-20 09:00:00,Monday,09:00:00,6
2005,2005-09-25 01:00:00,4329413,HL634361,2005-09-25,004XX E 45TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,222,2.0,3.0,38.0,14,1180018.0,1874948.0,2005,02/28/2018 03:56:25 PM,41.812128635,-87.615212771,"(41.812128635, -87.615212771)",2005-09-25 01:00:00,Sunday,01:00:00,9
2005,2005-02-01 11:30:00,3794303,HL156145,2005-02-01,032XX W POLK ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1134,11.0,24.0,27.0,06,1154946.0,1896189.0,2005,02/28/2018 03:56:25 PM,41.870954597,-87.706608223,"(41.870954597, -87.706608223)",2005-02-01 11:30:00,Tuesday,11:30:00,2
2005,2005-06-14 23:00:00,4102636,HL441424,2005-06-14,081XX S MERRILL AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,414,4.0,8.0,46.0,08A,1191940.0,1851379.0,2005,02/28/2018 03:56:25 PM,41.747171918,-87.572248985,"(41.747171918, -87.572248985)",2005-06-14 23:00:00,Tuesday,23:00:00,6
2005,2005-10-06 08:30:00,4365049,HL656537,2005-10-06,004XX W CHICAGO AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT/GROUNDS,True,False,1823,18.0,27.0,8.0,26,1173227.0,1905648.0,2005,02/28/2018 03:56:25 PM,41.89652481,-87.639211587,"(41.89652481, -87.639211587)",2005-10-06 08:30:00,Thursday,08:30:00,10
2005,2005-10-30 07:00:00,4409800,HL704423,2005-10-30,005XX W LAKE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CTA PLATFORM,False,False,1212,12.0,42.0,28.0,14,1172574.0,1901698.0,2005,02/28/2018 03:56:25 PM,41.885700244,-87.641726854,"(41.885700244, -87.641726854)",2005-10-30 07:00:00,Sunday,07:00:00,10
2005,2005-07-10 15:45:00,4142364,HL474921,2005-07-10,014XX W 17TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,True,False,1222,12.0,25.0,31.0,14,1167021.0,1891838.0,2005,02/28/2018 03:56:25 PM,41.858764604,-87.662401496,"(41.858764604, -87.662401496)",2005-07-10 15:45:00,Sunday,15:45:00,7
2005,2005-04-13 09:40:00,3922741,HL292348,2005-04-13,008XX W 51ST PL,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,RESIDENCE,False,False,934,9.0,3.0,61.0,26,1171604.0,1870700.0,2005,02/28/2018 03:56:25 PM,41.800660478,-87.646199579,"(41.800660478, -87.646199579)",2005-04-13 09:40:00,Wednesday,09:40:00,4
2005,2005-05-27 11:20:00,4034882,HL382099,2005-05-27,067XX S LOOMIS BLVD,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,724,7.0,17.0,67.0,08A,1168160.0,1859975.0,2005,02/28/2018 03:56:25 PM,41.771304641,-87.659138249,"(41.771304641, -87.659138249)",2005-05-27 11:20:00,Friday,11:20:00,5
2005,2005-05-08 23:00:00,3982182,HL345802,2005-05-08,048XX S KIMBARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2124,2.0,4.0,39.0,14,1185496.0,1873240.0,2005,02/28/2018 03:56:25 PM,41.807314389,-87.595173645,"(41.807314389, -87.595173645)",2005-05-08 23:00:00,Sunday,23:00:00,5
2005,2005-06-16 18:30:00,4079309,HL425121,2005-06-16,090XX S ASHLAND AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,SMALL RETAIL STORE,False,False,2221,22.0,21.0,73.0,11,1167259.0,1844704.0,2005,02/28/2018 03:56:25 PM,41.729418219,-87.662877204,"(41.729418219, -87.662877204)",2005-06-16 18:30:00,Thursday,18:30:00,6
2005,2005-09-24 16:30:00,4329157,HL633051,2005-09-24,054XX S ROCKWELL ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,911,9.0,14.0,63.0,14,1159964.0,1868452.0,2005,02/28/2018 03:56:25 PM,41.794739082,-87.688949195,"(41.794739082, -87.688949195)",2005-09-24 16:30:00,Saturday,16:30:00,9
2005,2005-12-18 17:30:00,4502794,HL796771,2005-12-18,039XX W OGDEN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,False,False,1013,10.0,22.0,29.0,14,1150286.0,1889027.0,2005,02/28/2018 03:56:25 PM,41.851393305,-87.723903515,"(41.851393305, -87.723903515)",2005-12-18 17:30:00,Sunday,17:30:00,12
2005,2005-04-03 17:00:00,3894759,HL272267,2005-04-03,045XX S AVERS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,821,8.0,14.0,57.0,14,1151445.0,1874399.0,2005,02/28/2018 03:56:25 PM,41.811229497,-87.720032975,"(41.811229497, -87.720032975)",2005-04-03 17:00:00,Sunday,17:00:00,4
2005,2005-07-31 09:00:00,4194895,HL526660,2005-07-31,056XX S WESTERN AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,824,8.0,16.0,63.0,06,1161322.0,1867544.0,2005,02/28/2018 03:56:25 PM,41.79221937,-87.683994549,"(41.79221937, -87.683994549)",2005-07-31 09:00:00,Sunday,09:00:00,7
2005,2005-09-12 01:50:00,4384056,HL606524,2005-09-12,046XX S PULASKI RD,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,SIDEWALK,True,False,821,8.0,14.0,57.0,16,1150475.0,1873474.0,2005,02/10/2018 03:50:01 PM,41.808710105,-87.72361498,"(41.808710105, -87.72361498)",2005-09-12 01:50:00,Monday,01:50:00,9
2005,2005-01-26 15:15:00,3776018,HL145706,2005-01-26,041XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,False,214,2.0,3.0,38.0,08B,1177845.0,1877581.0,2005,02/28/2018 03:56:25 PM,41.819403364,-87.623103401,"(41.819403364, -87.623103401)",2005-01-26 15:15:00,Wednesday,15:15:00,1
2005,2005-04-06 21:27:25,3991204,HL279034,2005-04-06,025XX S FRANCISCO AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,1033,10.0,12.0,30.0,18,1156613.0,1916740.0,2005,02/10/2018 03:50:01 PM,41.927314805,-87.699930995,"(41.927314805, -87.699930995)",2005-04-06 21:27:25,Wednesday,21:27:25,4
2005,2005-12-19 14:00:00,4495693,HL798094,2005-12-19,049XX S WABASH AVE,0820,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",False,False,231,2.0,3.0,38.0,06,1177550.0,1872274.0,2005,02/28/2018 03:56:25 PM,41.804847176,-87.624346184,"(41.804847176, -87.624346184)",2005-12-19 14:00:00,Monday,14:00:00,12
2005,2005-10-17 09:30:00,4384338,HL678057,2005-10-17,001XX S PARKSIDE AVE,0560,ASSAULT,SIMPLE,STREET,False,False,1513,15.0,29.0,25.0,08A,1138636.0,1898830.0,2005,02/28/2018 03:56:25 PM,41.87851302,-87.766424778,"(41.87851302, -87.766424778)",2005-10-17 09:30:00,Monday,09:30:00,10
2005,2005-08-08 21:10:48,4303089,HL537038,2005-08-08,004XX N WESTERN AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,True,False,1313,12.0,27.0,24.0,18,1160333.0,1902914.0,2005,02/10/2018 03:50:01 PM,41.889298974,-87.686644543,"(41.889298974, -87.686644543)",2005-08-08 21:10:48,Monday,21:10:48,8
2005,2005-08-14 22:00:00,4229936,HL550265,2005-08-14,077XX S CREGIER AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,414,4.0,8.0,43.0,05,1189544.0,1854111.0,2005,02/28/2018 03:56:25 PM,41.754726594,-87.580940902,"(41.754726594, -87.580940902)",2005-08-14 22:00:00,Sunday,22:00:00,8
2005,2005-10-12 00:01:00,4375003,HL669657,2005-10-12,003XX S LEAVITT ST,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,False,False,1211,12.0,2.0,28.0,14,1161788.0,1898435.0,2005,02/10/2018 03:50:01 PM,41.876977997,-87.68142614,"(41.876977997, -87.68142614)",2005-10-12 00:01:00,Wednesday,00:01:00,10
2005,2005-03-31 01:00:00,3889630,HL265364,2005-03-31,061XX S KNOX AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,813,8.0,13.0,64.0,05,1146425.0,1863530.0,2005,02/28/2018 03:56:25 PM,41.78150008,-87.738721999,"(41.78150008, -87.738721999)",2005-03-31 01:00:00,Thursday,01:00:00,3
2005,2005-01-12 08:30:00,3752161,HL122530,2005-01-12,054XX N LUDLAM AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,False,False,1623,16.0,45.0,11.0,14,1139680.0,1935616.0,2005,02/28/2018 03:56:25 PM,41.979438707,-87.761690847,"(41.979438707, -87.761690847)",2005-01-12 08:30:00,Wednesday,08:30:00,1
2005,2005-02-19 19:25:26,3821315,HL191031,2005-02-19,001XX N CENTRAL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1523,15.0,29.0,25.0,08B,1139023.0,1900551.0,2005,02/10/2018 03:50:01 PM,41.883228644,-87.764961923,"(41.883228644, -87.764961923)",2005-02-19 19:25:26,Saturday,19:25:26,2
2005,2005-07-16 12:30:00,4265067,HL487803,2005-07-16,045XX W VAN BUREN ST,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,True,False,1131,11.0,24.0,26.0,26,1146341.0,1897642.0,2005,02/28/2018 03:56:25 PM,41.875109863,-87.738163547,"(41.875109863, -87.738163547)",2005-07-16 12:30:00,Saturday,12:30:00,7
2005,2005-10-03 07:12:00,4353715,HL652023,2005-10-03,120XX S HARVARD AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,False,False,523,5.0,34.0,53.0,05,1176123.0,1825073.0,2005,02/28/2018 03:56:25 PM,41.675353871,-87.630992582,"(41.675353871, -87.630992582)",2005-10-03 07:12:00,Monday,07:12:00,10
